(-3.8, 0.3, -4.4),0.3427587
(-3.8, 0.3, -4.2),0.3524852
(-3.8, 0.3, -4.4),0.3426886
(-3.8, 0.4, -4.2),0.3494308
(-3.8, 0.2, -4.3),0.3494617
(-3.8, 0.4, -4.2),0.3510061
(-3.8, 0.4, -4.1),0.3525882
(-3.8, 0.3, -4.3),0.3465351
(-3.8, 0.4, -4.3),0.343955
(-3.8, 0.3, -4.5),0.3420604
(-3.8, 0.4, -4.4),0.3431426
(-3.8, 0.3, -4.4),0.3421666
(-3.8, 0.2, -4.3),0.3499555
(-3.8, 0.4, -4.3),0.3470996
(-3.8, 0.5, -4.2),0.3501578
(-3.8, 0.3, -4.4),0.343665
(-3.8, 0.3, -4.2),0.3489508
(-3.8, 0.4, -4.4),0.3439178
(-3.8, 0.3, -4.4),0.3436992
(-3.8, 0.4, -4.3),0.3439144
(-3.8, 0.4, -4.2),0.3514682
(-3.8, 0.5, -4.3),0.3450258
(-3.8, 0.3, -4.2),0.3491758
(-3.8, 0.3, -4.4),0.3447828
(-3.8, 0.4, -4.3),0.3448456
(-3.8, 0.4, -4.2),0.3481064
(-3.8, 0.3, -4.3),0.347598
(-3.8, 0.4, -4.3),0.3465301
(-3.8, 0.3, -4.3),0.3480839
(-3.8, 0.2, -4.2),0.353885
(-3.8, 0.4, -4.4),0.3437625
(-3.8, 0.3, -4.3),0.3465744
(-3.8, 0.3, -4.3),0.3452243
(-3.8, 0.3, -4.3),0.3481729
(-3.8, 0.3, -4.4),0.344786
(-3.8, 0.4, -4.2),0.3511677
(-3.8, 0.3, -4.1),0.355278
(-3.8, 0.2, -4.2),0.3534362
(-3.8, 0.4, -4.1),0.3537511
(-3.8, 0.2, -4.3),0.3504337
(-3.8, 0.4, -4.3),0.3463005
(-3.8, 0.3, -4.3),0.3469996
(-3.8, 0.3, -4.4),0.3432984
(-3.8, 0.4, -4.3),0.3441025
(-3.8, 0.3, -4.3),0.3477298
(-3.8, 0.3, -4.2),0.3505719
(-3.8, 0.3, -4.4),0.3446915
(-3.8, 0.3, -4.3),0.347496
(-3.8, 0.4, -4.2),0.3500788
(-3.8, 0.1, -4.4),0.3473652
(-3.8, 0.2, -4.2),0.354428
(-3.8, 0.3, -4.2),0.3534838
(-3.8, 0.4, -4.3),0.3438136
(-3.8, 0.1, -4.4),0.3468948
(-3.8, 0.3, -4.3),0.3482831
(-3.8, 0.4, -4.2),0.3505212
(-3.8, 0.5, -4.1),0.3523812
(-3.8, 0.5, -4.2),0.3501698
(-3.8, 0.4, -4.3),0.3465944
(-3.8, 0.4, -4.4),0.3405192
(-3.8, 0.3, -4.4),0.3414928
(-3.8, 0.2, -4.3),0.3501666
(-3.8, 0.2, -4.3),0.350226
(-3.8, 0.3, -4.2),0.3526799
(-3.8, 0.3, -4.4),0.3419524
(-3.8, 0.3, -4.4),0.3447509
(-3.8, 0.4, -4.2),0.3518884
(-3.8, 0.4, -4.2),0.3501275
(-3.8, 0.3, -4.5),0.3420477
(-3.8, 0.3, -4.4),0.3438326
(-3.8, 0.2, -4.3),0.3496615
(-3.8, 0.2, -4.1),0.3581596
(-3.8, 0.3, -4.4),0.3436745
(-3.8, 0.4, -4.1),0.3552426
(-3.8, 0.4, -4.2),0.3489229
(-3.8, 0.3, -4.3),0.3468356
(-3.8, 0.4, -4.3),0.3461481
(-3.8, 0.3, -4.3),0.3470815
(-3.8, 0.4, -4.2),0.3484997
(-3.8, 0.4, -4.2),0.3488703
(-3.8, 0.3, -4.3),0.3469447
(-3.8, 0.3, -4.3),0.3495537
(-3.8, 0.3, -4.2),0.3491121
(-3.8, 0.3, -4.3),0.3471335
(-3.8, 0.3, -4.3),0.3464654
(-3.8, 0.3, -4.3),0.3475463
(-3.8, 0.3, -4.3),0.3478843
(-3.8, 0.3, -4.4),0.3460509
(-3.8, 0.4, -4.3),0.3463629
(-3.8, 0.1, -4.3),0.3489936
(-3.8, 0.3, -4.2),0.3501989
(-3.8, 0.4, -4.1),0.3536132
(-3.8, 0.2, -4.3),0.3475323
(-3.8, 0.3, -4.3),0.3470501
(-3.8, 0.3, -4.3),0.345806
(-3.8, 0.3, -4.3),0.3470082
(-3.8, 0.2, -4.2),0.3521065
(-3.8, 0.3, -4.3),0.3479329
(-3.8, 0.3, -4.3),0.3458488
(-5.9, 0.2, -13.8),0.508754
(-6.0, 0.5, -13.8),0.501223
(-5.8, 0.1, -13.8),0.5133303
(-5.8, 0.3, -13.8),0.5110351
(-5.9, 0.2, -13.8),0.5079156
(-5.6, 0.3, -13.8),0.5203345
(-5.6, 0.4, -13.8),0.5180681
(-5.8, 0.2, -13.8),0.5115477
(-5.9, 0.4, -13.8),0.5075504
(-5.4, 0.3, -13.8),0.5287965
(-6.0, 0.2, -13.8),0.5035694
(-5.7, 0.3, -13.8),0.5152003
(-5.6, 0.3, -13.8),0.5184404
(-5.9, 0.2, -13.8),0.5087591
(-6.0, 0.3, -13.8),0.5007584
(-5.9, 0.3, -13.8),0.5070862
(-5.8, 0.3, -13.8),0.5124245
(-5.6, 0.3, -13.8),0.5177468
(-6.0, 0.2, -13.8),0.5061696
(-5.8, 0.3, -13.8),0.5133163
(-5.5, 0.4, -13.8),0.5248737
(-5.7, 0.5, -13.8),0.5129302
(-6.0, 0.3, -13.8),0.5015968
(-5.8, 0.2, -13.8),0.5114582
(-5.9, 0.2, -13.8),0.508351
(-5.9, 0.6, -13.8),0.5063617
(-5.9, 0.2, -13.8),0.5063115
(-5.6, 0.2, -13.8),0.5202364
(-5.9, 0.4, -13.8),0.5075016
(-5.9, 0.3, -13.8),0.5083434
(-5.8, 0.5, -13.8),0.511178
(-6.2, 0.3, -13.8),0.4964472
(-5.7, 0.2, -13.8),0.5158649
(-5.7, 0.3, -13.8),0.5170946
(-5.5, 0.1, -13.8),0.5274525
(-5.8, 0.7, -13.8),0.5082577
(-6.0, 0.3, -13.8),0.5023291
(-5.6, 0.5, -13.8),0.5200952
(-5.6, 0.3, -13.8),0.522082
(-5.7, 0.3, -13.8),0.516552
(-5.8, 0.2, -13.8),0.5101551
(-5.8, 0.2, -13.8),0.5125126
(-5.8, 0.5, -13.8),0.5073383
(-6.1, 0.6, -13.8),0.49755
(-5.8, 0.1, -13.8),0.5122687
(-5.9, 0.3, -13.8),0.5062379
(-5.8, 0.3, -13.8),0.5129569
(-5.8, 0.3, -13.8),0.5104334
(-5.7, 0.7, -13.8),0.5138287
(-5.8, 0.1, -13.8),0.5121263
(-5.7, 0.3, -13.8),0.5150761
(-5.9, 0.2, -13.8),0.5075338
(-5.8, 0.3, -13.8),0.511385
(-6.0, 0.6, -13.8),0.5020304
(-5.7, 0.1, -13.8),0.5157223
(-5.9, 0.6, -13.8),0.5039476
(-5.8, 0.3, -13.8),0.5095153
(-5.7, 0.3, -13.8),0.513814
(-5.8, 0.1, -13.8),0.5122583
(-5.6, 0.4, -13.8),0.5172908
(-5.8, 0.2, -13.8),0.5117494
(-5.7, 0.5, -13.8),0.5134932
(-5.8, 0.3, -13.8),0.5128301
(-5.8, 0.2, -13.8),0.5115366
(-6.1, 0.5, -13.8),0.4972206
(-6.1, 0.3, -13.8),0.5003402
(-5.5, 0.3, -13.8),0.5263726
(-5.9, 0.3, -13.8),0.5054798
(-5.8, 0.5, -13.8),0.5102623
(-5.8, 0.4, -13.8),0.5097399
(-6.1, 0.2, -13.8),0.501489
(-5.9, 0.2, -13.8),0.5077495
(-5.8, 0.3, -13.8),0.5114725
(-5.9, 0.3, -13.8),0.5080354
(-6.9, 1.6, -6.8),0.1172532
(-6.9, 1.6, -6.8),0.1175012
(-6.9, 1.5, -6.8),0.1166907
(-6.9, 1.4, -6.8),0.1164916
(-6.9, 1.5, -6.7),0.1163014
(-6.9, 1.5, -6.6),0.1170306
(-6.9, 1.5, -6.8),0.1163236
(-6.9, 1.6, -6.7),0.1166884
(-6.9, 1.5, -6.8),0.1165708
(-6.9, 1.6, -6.8),0.1174049
(-6.9, 1.5, -6.7),0.1163511
(-6.9, 1.5, -6.8),0.1164274
(-6.9, 1.5, -6.6),0.1167205
(-6.9, 1.6, -6.8),0.1168464
(-6.9, 1.6, -6.7),0.1174168
(-6.9, 1.4, -6.7),0.1163999
(-6.9, 1.6, -6.6),0.1170635
(-6.9, 1.5, -6.6),0.1168762
(-6.9, 1.4, -6.7),0.1164403
(-6.9, 1.6, -6.7),0.1168387
(-6.9, 1.6, -6.7),0.1165722
(-6.9, 1.4, -6.6),0.1168218
(-6.9, 1.5, -6.6),0.1168444
(-6.9, 1.6, -6.7),0.1165185
(-6.9, 1.5, -6.7),0.1164157
(-6.9, 1.5, -6.8),0.1166877
(-6.9, 1.5, -6.8),0.1163927
(-6.9, 1.5, -6.8),0.1167171
(-6.9, 1.5, -6.7),0.1163909
(-6.9, 1.5, -6.8),0.1163717
(-6.9, 1.5, -6.7),0.1163085
(-6.9, 1.5, -6.8),0.1164811
(-6.9, 1.6, -6.6),0.1168107
(-6.9, 1.5, -6.6),0.1169185
(-6.9, 1.5, -6.7),0.11634
(-6.9, 1.5, -6.7),0.1163889
(-6.9, 1.5, -6.7),0.1163239
(-6.9, 1.5, -6.8),0.1163661
(-6.9, 1.4, -6.6),0.1165999
(-6.9, 1.6, -6.6),0.116762
(-6.9, 1.6, -6.8),0.1170223
(-6.9, 1.5, -6.7),0.1164405
(-6.9, 1.4, -6.6),0.1168302
(-6.9, 1.5, -6.7),0.1165475
(-6.9, 1.6, -6.7),0.1169208
(-6.9, 1.5, -6.7),0.116348
(-6.9, 1.5, -6.8),0.1166519
(-6.9, 1.5, -6.7),0.1162928
(-6.9, 1.5, -6.6),0.1170316
(-6.9, 1.6, -6.7),0.116747
(-6.9, 1.5, -6.7),0.1163621
(-6.9, 1.6, -6.7),0.1165941
(-6.9, 1.5, -6.7),0.1163385
(-6.9, 1.6, -6.6),0.1167904
(-6.9, 1.5, -6.7),0.1163475
(-6.9, 1.7, -6.8),0.1176632
(-6.9, 1.5, -6.6),0.1173415
(-6.9, 1.4, -6.6),0.11655
(-6.9, 1.5, -6.8),0.1166673
(-6.9, 1.5, -6.7),0.116416
(-6.9, 1.5, -6.7),0.1163029
(-6.9, 1.5, -6.7),0.1164285
(-6.9, 1.5, -6.7),0.1163041
(-6.9, 1.6, -6.7),0.1170121
(-6.9, 1.5, -6.7),0.1163409
(-6.9, 1.4, -6.6),0.1166375
(-6.9, 1.5, -6.7),0.1162836
(-6.9, 1.6, -6.8),0.1171027
(-6.9, 1.5, -6.7),0.1164889
(-6.9, 1.6, -6.7),0.1167162
(-6.9, 1.5, -6.8),0.1164597
(-6.9, 1.6, -6.8),0.1165478
(-6.9, 1.5, -6.7),0.1165831
(-6.9, 1.6, -6.7),0.1165984
(-6.9, 1.5, -6.7),0.1164796
(-6.9, 1.5, -6.7),0.1163266
(-6.9, 1.7, -6.8),0.1176565
(-6.9, 1.6, -6.7),0.1170772
(-6.9, 1.5, -6.8),0.1168647
(-6.9, 1.6, -6.6),0.1169406
(-6.9, 1.5, -6.7),0.1165066
(-6.9, 1.5, -6.8),0.116629
(-6.9, 1.4, -6.6),0.1171779
(-6.9, 1.5, -6.7),0.1163493
(-6.9, 1.5, -6.8),0.1169268
(-6.9, 1.4, -6.7),0.1164021
(-6.9, 1.5, -6.8),0.1164071
(-6.9, 1.4, -6.7),0.1164048
(-6.9, 1.5, -6.7),0.1163597
(-6.9, 1.6, -6.7),0.1168289
(-6.9, 1.6, -6.7),0.1173966
(-6.9, 1.5, -6.7),0.1165176
(-6.9, 1.6, -6.7),0.1167896
(-6.9, 1.5, -6.8),0.1163244
(-6.9, 1.5, -6.7),0.116457
(-6.9, 1.5, -6.6),0.1166372
(-6.9, 1.4, -6.7),0.1163593
(-6.9, 1.5, -6.7),0.1162881
(-6.9, 1.6, -6.7),0.117355
(-6.9, 1.5, -6.7),0.1163388
(-15.7, 1.5, -6.1),0.1148266
(-15.7, 1.4, -6.1),0.1138364
(-15.7, 1.5, -6.1),0.114029
(-15.7, 1.5, -6.1),0.1183513
(-15.6, 1.5, -6.1),0.1115441
(-15.6, 1.5, -6.1),0.1093744
(-15.6, 1.5, -6.1),0.1116954
(-15.7, 1.5, -6.1),0.1166501
(-15.7, 1.5, -6.1),0.1182192
(-15.6, 1.5, -6.1),0.1086171
(-15.7, 1.5, -6.1),0.1156728
(-15.6, 1.4, -6.1),0.1106322
(-15.6, 1.5, -6.1),0.1081404
(-15.6, 1.6, -6.1),0.1091611
(-15.6, 1.5, -6.1),0.1100713
(-15.5, 1.5, -6.1),0.1043542
(-15.6, 1.5, -6.1),0.1110169
(-15.6, 1.6, -6.1),0.110405
(-15.7, 1.4, -6.1),0.1149827
(-15.7, 1.5, -6.1),0.1136811
(-15.5, 1.5, -6.1),0.1049903
(-15.7, 1.5, -6.1),0.1133709
(-15.6, 1.5, -6.1),0.1106192
(-15.6, 1.5, -6.1),0.108378
(-15.8, 1.4, -6.1),0.12224
(-15.6, 1.5, -6.1),0.1107292
(-15.8, 1.5, -6.1),0.1242089
(-15.6, 1.5, -6.1),0.1121098
(-15.6, 1.4, -6.1),0.1095551
(-15.6, 1.5, -6.1),0.1119761
(-15.7, 1.5, -6.1),0.1158762
(-15.6, 1.5, -6.1),0.108086
(-15.7, 1.5, -6.1),0.1143727
(-15.7, 1.5, -6.1),0.1147928
(-15.7, 1.6, -6.1),0.1132617
(-15.6, 1.5, -6.1),0.1071235
(-15.7, 1.5, -6.1),0.1153825
(-15.6, 1.5, -6.1),0.1123902
(-15.7, 1.5, -6.1),0.1135792
(-15.7, 1.5, -6.1),0.1128636
(-15.7, 1.4, -6.1),0.119848
(-15.7, 1.5, -6.1),0.1173485
(-15.7, 1.5, -6.1),0.1128593
(-15.7, 1.6, -6.1),0.1128925
(-15.6, 1.5, -6.1),0.1078992
(-15.7, 1.5, -6.1),0.1158632
(-15.6, 1.4, -6.1),0.1092693
(-15.7, 1.5, -6.1),0.1127742
(-15.6, 1.5, -6.1),0.1106003
(-15.7, 1.5, -6.1),0.1128716
(-15.6, 1.5, -6.1),0.1078538
(-15.7, 1.5, -6.1),0.1166436
(-15.8, 1.5, -6.1),0.1238045
(-15.7, 1.5, -6.1),0.1204468
(-15.7, 1.5, -6.1),0.1155697
(-15.7, 1.5, -6.1),0.1162041
(-15.6, 1.5, -6.1),0.1120796
(-15.6, 1.5, -6.1),0.1123763
(-15.6, 1.5, -6.1),0.1117167
(-15.6, 1.4, -6.1),0.110204
(-15.7, 1.5, -6.1),0.1146048
(-15.6, 1.5, -6.1),0.1121616
(-15.6, 1.5, -6.1),0.1101069
(-15.7, 1.5, -6.1),0.1134589
(-15.6, 1.4, -6.1),0.1118079
(-15.7, 1.4, -6.1),0.1161783
(-15.7, 1.5, -6.1),0.1138719
(-15.7, 1.5, -6.1),0.1130465
(-15.6, 1.5, -6.1),0.1054355
(-15.6, 1.6, -6.1),0.1102494
(-15.8, 1.4, -6.1),0.1244513
(-15.6, 1.5, -6.1),0.1076426
(-15.6, 1.5, -6.1),0.105296
(-15.6, 1.5, -6.1),0.1068426
(-15.5, 1.5, -6.1),0.1044888
(-15.6, 1.5, -6.1),0.1122149
(-15.7, 1.5, -6.1),0.1186628
(-15.7, 1.4, -6.1),0.118055
(-15.6, 1.6, -6.1),0.1075773
(-15.7, 1.5, -6.1),0.1157275
(-15.6, 1.5, -6.1),0.1069401
(-15.7, 1.5, -6.1),0.1164877
(-15.6, 1.5, -6.1),0.1124549
(-15.7, 1.5, -6.1),0.1169308
(-15.6, 1.5, -6.1),0.1084738
(-15.6, 1.5, -6.1),0.1120369
(-15.7, 1.5, -6.1),0.1141725
