(-2.2, 1.9, 0.0),0.5304321
(-1.5, 1.4, 0.0),0.5520002
(-0.6, 2.5, 0.0),0.4816756
(-1.3, 2.4, 0.0),0.5441162
(-2.1, 2.7, 0.0),0.4431706
(-1.2, 2.2, 0.0),0.5618316
(-1.4, 2.6, 0.0),0.5108386
(-0.9, 1.8, 0.0),0.5486568
(-1.0, 0.9, 0.0),0.4900582
(-0.4, 2.8, 0.0),0.4101794
(-0.3, 1.5, 0.0),0.4380006
(-1.3, 1.3, 0.0),0.549013
(-1.1, 1.9, 0.0),0.564457
(-1.2, 1.9, 0.0),0.5681853
(-0.5, 2.2, 0.0),0.4867239
(-1.0, 3.1, 0.0),0.4021892
(-1.0, 1.5, 0.0),0.5423337
(-0.3, 1.5, 0.0),0.4399074
(-1.2, 1.3, 0.0),0.5419445
(-0.9, 0.4, 0.0),0.3901688
(-0.9, 2.2, 0.0),0.5465614
(-2.5, 2.5, 0.0),0.4361031
(-0.3, 2.3, 0.0),0.442413
(-1.2, 2.6, 0.0),0.5096694
(-0.9, 2.3, 0.0),0.5424772
(-0.5, 0.9, 0.0),0.4062538
(-1.2, 2.6, 0.0),0.5233703
(-2.4, 2.2, 0.0),0.4857692
(-1.0, 1.1, 0.0),0.4995078
(-1.2, 2.9, 0.0),0.4561513
(-2.2, 2.3, 0.0),0.4963163
(-0.9, 2.2, 0.0),0.5492825
(-1.3, 2.3, 0.0),0.5554779
(-1.4, 0.8, 0.0),0.4864402
(-0.9, 2.5, 0.0),0.5214549
(-0.5, 3.3, 0.0),0.3199405
(-2.1, 1.2, 0.0),0.5216568
(-2.1, 2.1, 0.0),0.5197268
(-1.6, 0.4, 0.0),0.4255279
(-1.2, 0.3, 0.0),0.3958813
(-1.9, 2.4, 0.0),0.4988361
(-1.0, 2.3, 0.0),0.5515913
(-1.8, 0.8, 0.0),0.4861368
(-2.1, 2.3, 0.0),0.5124408
(-2.5, 2.1, 0.0),0.4900785
(-1.5, 3.2, 0.0),0.3828357
(-3.1, 3.1, 0.0),0.2970766
(-2.4, 0.3, 0.0),0.4049915
(-1.9, 3.2, 0.0),0.3536831
(-1.5, 1.5, 0.0),0.5611268
(-2.6, 2.2, 0.0),0.470253
(-2.8, 1.9, 0.0),0.4768782
(-1.7, 3.3, 0.0),0.3430961
(-3.7, 0.1, -0.8),0.3732505
(-1.5, 3.1, 0.0),0.3997124
(-2.6, 1.6, 0.0),0.5055344
(-2.6, 0.4, 0.0),0.4107299
(-2.6, 3.1, 0.0),0.3298505
(-3.8, 2.1, -0.8),0.3946162
(-3.8, 1.3, -0.3),0.4129808
(-2.0, 0.1, -0.7),0.4090104
(-2.6, 2.5, 0.0),0.4298193
(-2.9, 2.9, 0.0),0.3349457
(-2.0, 0.1, -0.2),0.3897791
(-2.0, 2.2, 0.0),0.5274119
(-3.2, 1.9, 0.0),0.4419599
(-2.2, 2.5, 0.0),0.4725892
(-3.1, 1.5, 0.0),0.4627379
(-1.8, 1.6, 0.0),0.549657
(-2.9, 1.3, 0.0),0.4809493
(-2.1, 0.1, -0.9),0.4127444
(-2.1, 1.2, 0.0),0.5205436
(-2.9, 0.1, -0.5),0.3935364
(-3.8, 1.8, -1.2),0.4448999
(-3.8, 0.1, 0.0),0.3049678
(-3.8, 1.7, -1.0),0.4447965
(-3.8, 0.1, -1.7),0.4416869
(-3.8, 2.0, -0.9),0.4084918
(-2.2, 1.1, 0.0),0.5099921
(-2.9, 2.4, 0.0),0.4115382
(-3.8, 2.7, -0.2),0.2958741
(-3.8, 1.2, -2.0),0.541918
(-3.8, 1.3, -3.7),0.7177987
(-3.6, 0.1, -2.5),0.5142429
(-3.8, 2.3, -2.6),0.503155
(-3.8, 0.6, -3.0),0.6151319
(-3.8, 2.0, -3.4),0.6357698
(-3.7, 0.1, -3.5),0.5515928
(-3.8, 1.0, -2.8),0.6313338
(-3.8, 2.6, -2.8),0.4476843
(-3.8, 0.3, -3.3),0.5801644
(-3.8, 1.9, -4.0),0.747086
(-3.8, 1.4, -1.9),0.528333
(-3.8, 1.9, -3.7),0.7026894
(-3.8, 0.8, -1.8),0.5237738
(-3.6, 0.1, -2.5),0.5168566
(-3.8, 1.1, -3.3),0.6713114
(-3.8, 2.6, -2.6),0.4263467
(-3.8, 2.0, -2.5),0.533443
