Time,X,Y,Z,Viewazimuth,ViewElevation
13.94432,-1.19,2.198228,-2.38,3.187271E-05,90
14.06063,-1.19,2.15,-2.38,355.3061,90
14.1631,-1.19,2.15,-2.38,355.3061,90
14.28418,-1.19,2.15,-2.38,355.3061,90
14.40291,-1.19,2.15,-2.38,355.0556,90
14.51922,-1.19,2.15,-2.38,352.2981,86.52797
14.62674,-1.19,2.15,-2.38,344.8734,53.87137
14.72983,-1.19,2.15,-2.38,325.8996,26.43001
14.83472,-1.19,2.15,-2.38,312.4467,11.18666
14.93982,-1.19,2.15,-2.38,292.2635,3.574257
15.04099,-1.19,2.15,-2.38,273.334,357.7068
15.14107,-1.19,2.15,-2.38,257.4283,357.7068
15.2418,-1.19,2.15,-2.38,228.027,357.7068
15.34405,-1.19,2.15,-2.38,218.4565,356.85
15.44703,-1.19,2.15,-2.38,212.6137,358.7338
15.55127,-1.19,2.15,-2.38,217.7643,6.730894
15.6553,-1.19,2.15,-2.38,222.483,16.63535
15.76117,-1.19,2.15,-2.38,221.8852,17.28879
15.86517,-1.19,2.15,-2.38,218.4027,15.83935
15.9714,-1.223502,2.15,-2.434266,207.8085,15.83935
16.07255,-1.309468,2.15,-2.628689,202.5894,16.09447
16.1756,-1.454497,2.15,-2.977281,202.5894,16.09447
16.27903,-1.649058,2.15,-3.444927,202.5894,16.09447
16.38565,-1.84235,2.15,-3.909527,202.5894,16.42625
16.48977,-2.044479,2.15,-4.395364,202.5894,16.42625
16.58995,-2.192623,2.15,-4.749451,202.9079,16.42625
16.69095,-2.377858,2.15,-5.180767,203.8551,16.70061
16.79561,-2.469558,2.15,-5.380026,205.7318,17.77668
16.89629,-2.492115,2.15,-5.426711,205.9893,18.03424
16.99702,-2.492115,2.15,-5.426711,209.5587,18.03424
17.10127,-2.505997,2.15,-5.43653,237.2442,18.33892
17.20259,-2.598494,2.15,-5.488814,246.9225,18.33892
17.3108,-2.944602,2.15,-5.626737,248.9437,18.33892
17.41216,-3.273284,2.15,-5.786335,250.7631,18.33891
17.52111,-3.274152,2.15,-5.925251,253.3192,18.33892
17.62978,-3.308588,2.15,-6.165516,254.2155,18.33892
17.73624,-3.510501,2.15,-6.409523,256.7435,18.33892
17.83785,-3.731953,2.15,-6.487527,256.7435,18.33892
17.94259,-3.812668,2.15,-6.506543,256.7435,18.33892
18.04355,-3.812668,2.15,-6.506543,256.7435,18.33892
18.14449,-3.812668,2.15,-6.506543,256.7435,18.33892
18.24887,-3.812668,2.15,-6.506543,258.5177,18.33892
18.3539,-3.812668,2.15,-6.506543,283.831,20.60672
18.45509,-3.812668,2.15,-6.506543,309.812,24.73253
18.58789,-3.812668,2.15,-6.506543,310.5845,24.73252
18.69365,-3.812668,2.15,-6.506543,309.7202,24.73252
18.79812,-3.891438,2.15,-6.50691,305.6726,21.9435
18.89863,-4.099583,2.15,-6.505087,304.6845,20.55889
18.99954,-4.443696,2.15,-6.371465,304.3436,20.55889
19.10113,-4.84859,2.15,-6.096842,303.6864,20.55889
19.20233,-5.116778,2.15,-5.919153,301.4299,20.13118
19.306,-5.409581,2.15,-5.745498,295.7969,18.97278
19.41352,-5.496649,2.15,-5.734087,255.3253,7.620576
19.51958,-5.496649,2.15,-5.734087,253.3486,6.955741
19.6269,-5.563675,2.15,-5.754134,253.3486,6.955741
19.72946,-5.787788,2.15,-5.821164,253.3486,6.955741
19.8314,-6.167638,2.15,-5.902194,255.6581,10.13539
19.9552,-6.455792,2.15,-5.728312,256.2697,10.42892
20.05798,-7.070627,2.15,-5.451723,256.5577,11.03195
20.1581,-7.647239,2.15,-5.262804,256.5577,11.03195
20.27129,-8.10996,2.15,-5.216207,256.5577,11.41062
20.37153,-8.734386,2.15,-5.331668,256.5578,12.07708
20.47495,-9.246158,2.15,-5.419447,263.7578,15.43795
20.57556,-9.649446,2.15,-5.436287,276.0147,15.75228
20.67879,-10.26584,2.15,-5.357599,279.0923,16.32874
20.78502,-10.78259,2.15,-5.246866,283.2761,16.32874
20.89588,-11.29365,2.15,-5.126281,283.2761,16.32874
21.00447,-11.82231,2.15,-5.003861,281.2462,16.32874
21.1076,-12.35111,2.15,-5.046375,259.7317,16.32874
21.21507,-12.87515,2.15,-5.181521,251.4303,14.15194
21.34012,-13.37461,2.15,-5.349314,251.4303,14.15194
21.44211,-13.95376,2.15,-5.53749,253.5961,14.75904
21.54596,-14.44561,2.15,-5.56822,259.8829,16.76736
21.65058,-14.98119,2.15,-5.556306,262.7313,17.13262
21.75256,-15.50683,2.15,-5.570564,262.7313,17.13262
21.86184,-16.02301,2.15,-5.579429,262.7313,17.13262
21.96366,-16.44996,2.15,-5.633885,262.7313,17.13262
22.07053,-16.70546,2.15,-5.666474,262.7313,17.13262
22.17506,-16.78837,2.15,-5.671582,276.7244,17.13262
22.2804,-16.78837,2.15,-5.671582,297.3311,10.55402
22.38453,-16.78837,2.15,-5.671582,297.3311,10.55402
22.48825,-16.78837,2.15,-5.671582,297.3311,10.55402
22.59348,-16.82609,2.15,-5.744575,297.3311,10.55402
22.71659,-16.93677,2.15,-5.943415,297.3311,10.55402
22.82213,-17.16453,2.15,-6.007999,297.3311,10.55402
22.92849,-17.46077,2.15,-5.860392,297.3311,10.55402
23.02966,-17.76384,2.15,-5.703088,299.176,11.79245
23.14038,-18.27296,2.15,-5.398524,313.7749,15.98816
23.25273,-18.29108,2.15,-5.113463,51.93118,28.96984
23.36323,-18.17603,2.15,-5.106689,153.0494,28.96984
23.48454,-18.17335,2.15,-5.11208,175.3255,19.88523
23.59082,-18.17335,2.15,-5.11208,178.5921,18.12539
23.69944,-18.17335,2.15,-5.11208,167.0169,12.75171
23.80144,-18.17335,2.15,-5.11208,137.8481,11.98162
23.90842,-18.17335,2.15,-5.11208,122.9628,12.3662
24.01155,-18.16167,2.15,-5.11965,122.9628,12.80124
24.1168,-18.02543,2.15,-5.208001,122.9628,12.80124
24.21995,-17.80562,2.15,-5.438143,122.0914,13.75807
24.32225,-17.50561,2.15,-5.870389,117.3683,15.01918
24.42686,-17.1246,2.15,-6.322072,105.9691,17.68775
24.52798,-16.67018,2.15,-6.572588,103.6061,17.99386
24.63419,-16.40068,2.15,-6.727874,97.64408,17.99386
24.73588,-16.40068,2.15,-6.793633,97.3564,17.99386
24.86144,-16.40068,2.15,-6.861803,97.3564,17.99386
24.96524,-16.40068,2.15,-6.940402,97.3564,17.99386
25.07166,-16.40068,2.15,-7.00701,97.3564,17.99386
25.17218,-16.40068,2.15,-7.05543,97.3564,17.99386
25.28011,-16.38492,2.15,-7.06306,97.3564,17.99386
25.38124,-16.38492,2.15,-6.980857,97.3564,17.99386
25.48611,-16.38492,2.15,-6.975845,97.3564,17.99386
25.58743,-16.38492,2.15,-7.04379,97.97812,18.331
25.6899,-16.38492,2.15,-7.061563,97.66844,18.97707
25.79595,-16.38492,2.15,-7.051007,85.48719,22.09371
25.89644,-16.38492,2.15,-7.009093,84.62563,22.09371
25.99802,-16.38492,2.15,-6.960186,84.31987,20.7743
26.10519,-16.38492,2.15,-6.905547,84.03968,20.47426
26.20566,-16.38492,2.15,-6.85292,84.03968,20.10034
26.31199,-16.38492,2.15,-6.798891,84.4294,17.59463
26.41259,-16.38492,2.15,-6.752931,84.9586,17.06352
26.52274,-16.38492,2.15,-6.729809,84.9586,17.06352
26.62704,-16.38492,2.15,-6.729809,84.9586,17.06352
