Time,X,Y,Z,Viewazimuth,ViewElevation
13.9504,-1.19,1.713228,-2.38,0,0
14.07977,-1.19,1.165,-2.38,0,0
14.1849,-1.19,1.165,-2.38,0,0
14.2862,-1.19,1.165,-2.38,0,0
14.39364,-1.19,1.165,-2.38,0,0
14.49818,-1.19,1.165,-2.38,0,0
14.60076,-1.19,1.165,-2.38,0,0
14.70471,-1.19,1.165,-2.38,0,0
14.80718,-1.19,1.165,-2.38,357.8894,359.7809
14.91253,-1.19,1.165,-2.38,340.0733,358.4507
15.01626,-1.19,1.165,-2.38,314.5098,358.4507
15.11686,-1.19,1.165,-2.38,283.3227,358.1819
15.21826,-1.19,1.165,-2.38,244.6689,358.1819
15.32296,-1.19,1.165,-2.38,192.1083,358.1819
15.42311,-1.19,1.165,-2.38,172.3248,358.1819
15.5278,-1.19,1.165,-2.38,173.482,359.1044
15.62963,-1.19,1.165,-2.38,189.0019,4.560852
15.73071,-1.19,1.165,-2.38,198.8919,8.261181
15.83402,-1.19,1.165,-2.38,199.1487,8.261181
15.93581,-1.19,1.165,-2.38,199.1487,8.261181
16.03589,-1.19,1.165,-2.38,199.1487,8.261181
16.13953,-1.19,1.165,-2.38,199.1487,8.261181
16.24394,-1.19,1.165,-2.38,199.1487,8.261181
16.34403,-1.19,1.165,-2.38,199.1487,8.261181
16.44717,-1.19,1.165,-2.38,199.1487,8.261181
16.54913,-1.19,1.165,-2.38,203.8555,12.69943
16.64968,-1.19,1.165,-2.38,203.8555,12.69943
16.75362,-1.222068,1.165,-2.452517,203.8555,12.69943
16.85563,-1.315375,1.165,-2.663518,203.8555,12.69943
16.95719,-1.472679,1.165,-3.019241,203.8555,12.69943
17.06017,-1.677182,1.165,-3.481236,204.409,12.69943
17.16645,-1.906252,1.165,-3.945176,209.9133,10.767
17.27254,-2.204747,1.165,-4.391852,224.31,4.005587
17.4016,-2.479919,1.165,-4.851773,232.6247,1.665387
17.5069,-2.819948,1.165,-5.583999,243.6477,2.308748
17.61203,-3.130674,1.165,-6.254467,256.5889,6.853014
17.7197,-3.575896,1.165,-6.831087,272.7476,7.421444
17.82515,-4.093769,1.165,-7.20761,281.7112,8.689074
17.92896,-4.406798,1.165,-7.402876,285.0846,8.391344
18.0319,-4.535785,1.165,-7.469734,285.0846,8.391344
18.14063,-4.711449,1.165,-7.42374,285.0846,8.391344
18.2483,-5.044827,1.165,-7.281715,283.9535,8.002758
18.35809,-5.49738,1.165,-6.960433,280.152,7.636467
18.46494,-5.863298,1.165,-6.519685,274.6358,7.23537
18.56966,-6.103019,1.165,-5.971345,271.2292,7.235372
18.67147,-6.17679,1.165,-5.493609,270.5552,7.235371
18.77339,-6.1736,1.165,-5.164449,270.5552,7.235371
18.87526,-6.17196,1.165,-4.995196,270.5552,7.235371
18.97995,-6.171699,1.165,-4.968281,270.5552,7.235371
19.08187,-6.227376,1.165,-4.967741,270.5552,7.235371
19.18535,-6.436954,1.165,-4.965711,270.5552,7.235371
19.28659,-6.799123,1.165,-4.962201,270.5552,7.235371
19.38768,-7.295428,1.165,-4.957391,270.5552,7.235371
19.49653,-7.825196,1.165,-4.952257,270.5552,7.235371
19.60299,-8.373158,1.165,-4.946947,270.5552,7.235371
19.70894,-8.909973,1.165,-4.941744,270.5552,7.235371
19.81531,-9.439059,1.165,-4.936617,270.5552,7.235371
19.92006,-9.961065,1.165,-4.931558,270.5552,7.235371
20.02487,-10.47504,1.165,-4.926577,270.5552,7.235371
20.13099,-11.01187,1.165,-4.921374,270.5552,7.235371
20.23587,-11.53301,1.165,-4.916324,270.2333,8.009923
20.34136,-12.06693,1.165,-4.91415,270.2333,8.291175
20.44416,-12.58234,1.165,-4.912051,270.2333,8.557998
20.55202,-13.10924,1.165,-4.909906,270.2333,8.557998
20.65784,-13.65451,1.165,-4.907686,270.2333,8.557998
20.75871,-14.16084,1.165,-4.905624,270.2333,8.557998
20.86293,-14.67044,1.165,-4.903549,270.2333,8.557998
20.96786,-15.11494,1.165,-4.901739,270.2333,9.304102
21.07285,-15.38039,1.165,-4.899849,270.9093,9.997657
21.17848,-15.48476,1.165,-4.898012,272.1052,11.57188
21.28268,-15.48594,1.165,-4.897969,277.1278,12.96223
21.38858,-15.48594,1.165,-4.897969,289.6536,16.17582
21.49351,-15.48594,1.165,-4.897969,289.6536,16.17582
21.59595,-15.48594,1.165,-4.897969,289.6536,16.17582
21.69941,-15.48594,1.165,-4.897969,289.6536,13.74887
21.80512,-15.48594,1.165,-4.897969,297.0225,354.0869
21.90531,-15.48594,1.165,-4.897969,313.4502,339.6892
22.01008,-15.48594,1.165,-4.897969,316.9882,322.5823
22.14165,-15.48594,1.165,-4.897969,322.2012,270
22.24727,-15.48594,1.165,-4.897969,319.3743,270
22.35221,-15.48594,1.165,-4.897969,317.7652,270
22.45716,-15.48594,1.165,-4.897969,317.7652,270
