Time,X,Y,Z,Viewazimuth,ViewElevation
14.0836,-1.19,1.713228,-2.38,0,0
14.192,-1.19,1.165,-2.38,0,0
14.29866,-1.19,1.165,-2.38,0,0
14.48327,-1.19,1.165,-2.38,0,0
14.58571,-1.19,1.165,-2.38,0,0
14.68715,-1.19,1.165,-2.38,0,0
14.78928,-1.19,1.165,-2.38,0,0
14.89678,-1.19,1.165,-2.38,0,0
14.99764,-1.19,1.165,-2.38,0,0
15.10429,-1.19,1.165,-2.38,0,0
15.21334,-1.19,1.165,-2.38,165.4865,270
15.31772,-1.19,1.165,-2.38,19.77525,270
15.42585,-1.19,1.165,-2.38,321.285,270
15.5311,-1.19,1.165,-2.38,45.96455,296.5719
15.65993,-1.19,1.165,-2.38,79.48949,310.3328
15.76836,-1.19,1.165,-2.38,79.48949,310.3328
15.86967,-1.19,1.165,-2.38,79.48949,310.3328
15.97394,-1.19,1.165,-2.38,79.48949,310.3328
16.07676,-1.19,1.165,-2.38,79.48949,310.3328
16.18201,-1.19,1.165,-2.38,79.48949,310.3328
16.29173,-1.19,1.165,-2.38,79.48949,310.3328
16.39264,-1.19,1.165,-2.38,79.48949,310.3328
16.5011,-1.19,1.165,-2.38,79.48949,310.3328
16.6021,-1.19,1.165,-2.38,79.48949,310.3328
16.70697,-1.19,1.165,-2.38,79.48949,310.3328
16.80792,-1.19,1.165,-2.38,79.48949,310.3328
16.91921,-1.19,1.165,-2.38,79.48949,310.3328
17.01939,-1.19,1.165,-2.38,79.48949,310.3328
17.12379,-1.19,1.165,-2.38,79.48949,310.3328
17.24228,-1.19,1.165,-2.38,79.48949,310.3328
17.34656,-1.19,1.165,-2.38,79.48949,310.3328
17.45278,-1.19,1.165,-2.38,79.48949,310.3328
17.55742,-1.19,1.165,-2.38,79.48949,310.3328
17.65974,-1.19,1.165,-2.38,79.48949,310.3328
17.76335,-1.19,1.165,-2.38,79.48949,310.3328
17.87068,-1.19,1.165,-2.38,79.48949,310.3328
17.97655,-1.19,1.165,-2.38,79.48949,310.3328
18.08207,-1.19,1.165,-2.38,79.48949,310.3328
18.18711,-1.19,1.165,-2.38,79.48949,310.3328
18.29202,-1.19,1.165,-2.38,79.48949,310.3328
18.39955,-1.19,1.165,-2.38,79.48949,310.3328
18.50148,-1.19,1.165,-2.38,79.48949,310.3328
18.60391,-1.19,1.165,-2.38,79.48949,310.3328
18.70918,-1.19,1.165,-2.38,79.48949,310.3328
18.94664,-1.19,1.165,-2.38,79.48949,310.3328
19.05006,-1.19,1.165,-2.38,79.48949,310.3328
19.15335,-1.19,1.165,-2.38,79.48949,310.3328
19.26013,-1.19,1.165,-2.38,79.48949,310.3328
19.36194,-1.19,1.165,-2.38,79.08392,310.3328
19.46323,-1.19,1.165,-2.38,79.08392,310.3328
19.56534,-1.19,1.165,-2.38,79.08392,310.3328
19.672,-1.19,1.165,-2.38,79.08392,310.3328
19.77496,-1.19,1.165,-2.38,79.08392,310.3328
19.89577,-1.19,1.165,-2.38,78.28082,310.3328
20.00029,-1.19,1.165,-2.38,78.28082,310.3328
20.10113,-1.19,1.165,-2.38,78.28082,310.3328
20.20475,-1.19,1.165,-2.38,78.28082,310.3328
20.30848,-1.19,1.165,-2.38,78.28082,310.3328
20.41356,-1.19,1.165,-2.38,78.28083,309.9806
20.52047,-1.19,1.165,-2.38,78.28083,309.9806
20.67378,-1.19,1.165,-2.38,78.28083,309.9806
20.78333,-1.19,1.165,-2.38,78.28083,309.9806
20.88553,-1.19,1.165,-2.38,78.28083,309.9806
20.9913,-1.19,1.165,-2.38,78.28083,309.9806
21.09584,-1.19,1.165,-2.38,80.05585,309.2667
21.20414,-1.19,1.165,-2.38,153.497,270
21.32218,-1.19,1.165,-2.38,179.5255,270
21.43208,-1.19,1.165,-2.38,143.5088,270.4838
21.53898,-1.19,1.165,-2.38,124.6292,271.4602
21.64204,-1.19,1.165,-2.38,124.6292,271.4602
21.74402,-1.19,1.165,-2.38,124.6292,271.4602
21.85237,-1.19,1.165,-2.38,124.6292,271.4602
21.9591,-1.19,1.165,-2.38,122.7738,272.5652
22.06558,-1.19,1.165,-2.38,122.3906,272.5651
22.17256,-1.19,1.165,-2.38,122.3906,272.5651
22.27675,-1.19,1.165,-2.38,122.3906,272.5651
22.3856,-1.19,1.165,-2.38,122.3906,272.5651
22.49205,-1.19,1.165,-2.38,122.3906,272.5651
22.59238,-1.19,1.165,-2.38,122.3906,272.5651
22.6997,-1.19,1.165,-2.38,122.3906,272.5651
22.80637,-1.19,1.165,-2.38,122.3906,272.5651
22.90993,-1.19,1.165,-2.38,122.3906,272.5651
23.01283,-1.19,1.165,-2.38,122.3906,272.5651
23.11794,-1.19,1.165,-2.38,122.3906,272.5651
23.2279,-1.19,1.165,-2.38,122.3906,272.5651
23.32811,-1.19,1.165,-2.38,122.3906,272.5651
23.43103,-1.19,1.165,-2.38,122.3906,272.5651
23.53824,-1.19,1.165,-2.38,122.3906,272.5651
23.64431,-1.19,1.165,-2.38,122.3906,272.5651
23.75031,-1.19,1.165,-2.38,122.3906,272.5651
23.8553,-1.19,1.165,-2.38,122.3906,272.5651
23.96008,-1.19,1.165,-2.38,122.3907,273.2947
24.06897,-1.19,1.165,-2.38,122.3907,273.2947
24.2305,-1.19,1.165,-2.38,122.3907,273.2947
24.33126,-1.19,1.165,-2.38,122.3907,273.2947
24.44032,-1.19,1.165,-2.38,108.5404,274.9242
24.54041,-1.19,1.165,-2.38,50.20392,270
24.64459,-1.19,1.165,-2.38,172.6185,270
24.75163,-1.19,1.165,-2.38,163.4269,314.3243
24.85975,-1.19,1.165,-2.38,153.9576,309.1792
24.96117,-1.19,1.165,-2.38,211.5376,270
25.17343,-1.19,1.165,-2.38,216.6339,341.2292
25.27791,-1.19,1.165,-2.38,216.6339,341.2292
25.37964,-1.19,1.165,-2.38,216.6339,341.2292
25.48071,-1.19,1.165,-2.38,216.6339,341.2292
25.58092,-1.19,1.165,-2.38,216.6339,341.2292
25.68289,-1.19,1.165,-2.38,216.6339,341.2292
25.78911,-1.19,1.165,-2.38,216.6339,341.2292
25.89838,-1.19,1.165,-2.38,216.6339,341.2292
26.00854,-1.19,1.165,-2.38,216.6339,341.2292
