Time,X,Y,Z,Viewazimuth,ViewElevation
13.77716,-1.19,1.713228,-2.38,0,0
13.88069,-1.19,1.165,-2.38,0,0
13.98891,-1.19,1.165,-2.38,0,0
14.09177,-1.19,1.165,-2.38,0,0
14.19478,-1.19,1.165,-2.38,0,0
14.29594,-1.19,1.165,-2.38,0,0
14.46172,-1.19,1.165,-2.38,0,0
14.56316,-1.19,1.165,-2.38,0,0
14.66744,-1.19,1.165,-2.38,0,0
14.76923,-1.19,1.165,-2.38,0,0
14.87092,-1.19,1.165,-2.38,0,0
14.97557,-1.19,1.165,-2.38,0,0
15.07606,-1.19,1.165,-2.38,359.3751,0.2338
15.30645,-1.19,1.165,-2.38,65.40344,0.4894761
15.40908,-1.19,1.165,-2.38,353.6852,0.699156
15.51151,-1.19,1.165,-2.38,347.7222,0.699156
15.61279,-1.19,1.165,-2.38,346.7392,0.6991561
15.71339,-1.19,1.165,-2.38,344.7072,0.699156
15.81684,-1.19,1.165,-2.38,330.6269,9.769095
15.93411,-1.19,1.165,-2.38,329.9767,9.558285
16.03579,-1.19,1.165,-2.38,329.9767,9.558285
16.18814,-1.19,1.165,-2.38,230.4002,314.238
16.29017,-1.19,1.165,-2.38,208.6095,311.8613
16.39289,-1.19,1.165,-2.38,136.8912,311.8613
16.49627,-1.19,1.165,-2.38,123.5175,311.8613
16.59865,-1.19,1.165,-2.38,123.1486,311.8613
16.70137,-1.19,1.165,-2.38,124.0808,314.7006
16.81827,-1.19,1.165,-2.38,142.5478,327.1213
16.94774,-1.19,1.165,-2.38,147.1832,331.3471
17.05212,-1.19,1.165,-2.38,182.593,29.58794
17.15764,-1.19,1.165,-2.38,184.3252,35.55264
17.2802,-1.19,1.165,-2.38,185.9977,41.94147
17.38326,-1.19,1.165,-2.38,186.4912,42.56812
17.48866,-1.19,1.165,-2.38,186.6764,40.6052
17.58985,-1.19,1.165,-2.38,187.7683,36.84228
17.69662,-1.19,1.165,-2.38,188.9999,35.74899
17.80001,-1.19,1.165,-2.38,199.5383,31.26336
17.90204,-1.19,1.165,-2.38,206.0597,26.39478
18.00759,-1.19,1.165,-2.38,206.0597,26.39478
18.10916,-1.198309,1.165,-2.396991,206.0597,26.39478
18.20978,-1.263596,1.165,-2.530495,206.0597,26.39478
18.31259,-1.398278,1.165,-2.805907,206.0597,25.8458
18.41264,-1.596037,1.165,-3.210302,206.0597,21.97214
18.51643,-1.82368,1.165,-3.675809,206.0597,10.60277
18.62169,-2.058931,1.165,-4.147137,206.6148,3.555981
18.72828,-2.240409,1.165,-4.509308,206.6148,3.555981
18.83437,-2.349794,1.165,-4.727603,206.6148,3.555981
18.93464,-2.383717,1.165,-4.793921,207.8439,5.502985
19.03643,-2.41673,1.165,-4.854087,208.9729,7.09237
