Time,X,Y,Z,Viewazimuth,ViewElevation
2.751714,-1.19,2.21,-2.38,0,0
2.852759,-1.19,2.21,-2.38,0,0
2.954382,-1.19,2.21,-2.38,351.2887,2.280108
3.057727,-1.19,2.21,-2.38,312.4273,339.2098
3.160918,-1.19,2.21,-2.38,311.8364,337.7822
3.263919,-1.19,2.21,-2.38,311.8364,337.7822
3.445723,-1.19,2.21,-2.38,90.23449,89.98022
3.551911,-1.19,2.21,-2.38,66.84019,81.5958
3.657926,-1.19,2.21,-2.38,66.84019,81.5958
3.763241,-1.19,2.21,-2.38,66.84019,81.5958
3.870125,-1.19,2.21,-2.38,45.31031,90
3.97214,-1.19,2.21,-2.38,34.59985,85.66189
4.073001,-1.19,2.21,-2.38,29.48442,76.80355
4.313848,-1.19,2.21,-2.38,26.22548,270
4.418461,-1.19,2.21,-2.38,28.68278,270
4.520838,-1.19,2.21,-2.38,28.68278,270
4.622671,-1.19,2.21,-2.38,28.68278,270
4.732517,-1.19,2.21,-2.38,31.01793,270
4.835901,-1.19,2.21,-2.38,39.91422,277.5885
4.940347,-1.19,2.21,-2.38,46.23946,277.8743
5.044186,-1.19,2.21,-2.38,46.60074,277.4427
5.145026,-1.19,2.21,-2.38,46.60074,277.4427
5.251283,-1.19,2.21,-2.38,46.60074,277.4427
5.35289,-1.19,2.21,-2.38,46.60074,277.4427
5.455552,-1.19,2.21,-2.38,46.60074,277.4427
5.559021,-1.19,2.21,-2.38,46.60074,277.4427
5.660489,-1.19,2.21,-2.38,46.60074,277.4427
5.76068,-1.19,2.21,-2.38,46.60074,277.4427
5.864335,-1.19,2.21,-2.38,46.60074,277.4427
5.9672,-1.19,2.21,-2.38,47.42659,270
6.072489,-1.19,2.21,-2.38,59.8119,270.0198
6.173361,-1.19,2.21,-2.38,70.4249,272.0999
6.273399,-1.19,2.21,-2.38,79.90865,280.084
6.375083,-1.19,2.21,-2.38,82.94317,284.6727
6.477073,-1.19,2.21,-2.38,85.06999,288.9035
6.580203,-1.19,2.21,-2.38,85.06999,288.9035
6.685066,-1.19,2.21,-2.38,85.06999,288.9035
6.789297,-1.19,2.21,-2.38,85.06999,288.9035
7.019615,-1.19,2.21,-2.38,85.06999,288.9035
